,strain,contig
304,Cryptococcus_neoformans_draft_genome.fasta,">33860 25027 164783 4929+,...,32530-"
305,Cryptococcus_neoformans_draft_genome.fasta,">35808 24910 174198 8183-,...,31506+"
306,Cryptococcus_neoformans_draft_genome.fasta,">34724 24818 164737 23394+,...,29996-"
307,Cryptococcus_neoformans_draft_genome.fasta,">30427 24775 315341 4781-,11731+"
308,Cryptococcus_neoformans_draft_genome.fasta,">35321 24634 167808 30968+,...,12746+"
309,Cryptococcus_neoformans_draft_genome.fasta,">35537 24611 155212 32014+,...,30926-"
310,Cryptococcus_neoformans_draft_genome.fasta,">35038 24547 161315 29524-,...,6906+"
311,Cryptococcus_neoformans_draft_genome.fasta,">34142 24448 296493 10437+,...,12080-"
312,Cryptococcus_neoformans_draft_genome.fasta,">35396 24406 159605 31300+,31902-,32516-"
313,Cryptococcus_neoformans_draft_genome.fasta,">35449 24171 157372 31582+,...,17715+"
314,Cryptococcus_neoformans_draft_genome.fasta,">35709 24147 160113 32801-,...,2515+"
315,Cryptococcus_neoformans_draft_genome.fasta,">34325 23788 171937 14877-,...,10941+"
316,Cryptococcus_neoformans_draft_genome.fasta,">35184 23701 154795 30188+,...,32125-"
317,Cryptococcus_neoformans_draft_genome.fasta,">35757 23674 154149 33022+,...,18267+"
318,Cryptococcus_neoformans_draft_genome.fasta,">34173 23630 151007 11207-,...,29865+"
319,Cryptococcus_neoformans_draft_genome.fasta,">35754 23611 149650 32983+,...,4635+"
320,Cryptococcus_neoformans_draft_genome.fasta,">34649 23596 151858 21922+,...,12995-"
321,Cryptococcus_neoformans_draft_genome.fasta,">35129 23595 155371 29934+,...,6962-"
322,Cryptococcus_neoformans_draft_genome.fasta,">34526 23495 152420 19065-,...,7716-"
323,Cryptococcus_neoformans_draft_genome.fasta,">34613 23194 151654 21214+,...,21032-"
324,Cryptococcus_neoformans_draft_genome.fasta,">35432 23180 145184 31492+,...,30488-"
325,Cryptococcus_neoformans_draft_genome.fasta,">35606 23131 146346 32363-,...,13424+"
326,Cryptococcus_neoformans_draft_genome.fasta,">35080 23060 172152 29703+,...,30034+"
327,Cryptococcus_neoformans_draft_genome.fasta,">34233 22982 146755 12564+,...,27654-"
328,Cryptococcus_neoformans_draft_genome.fasta,">34342 22938 406212 15212-,...,29942-"
329,Cryptococcus_neoformans_draft_genome.fasta,">35216 22858 145437 30384-,...,30939-"
330,Cryptococcus_neoformans_draft_genome.fasta,">33964 22855 146574 6891+,...,31745+"
331,Cryptococcus_neoformans_draft_genome.fasta,">33837 22854 288437 4171+,...,14372+"
332,Cryptococcus_neoformans_draft_genome.fasta,">34838 22717 145359 25648+,...,8360+"
333,Cryptococcus_neoformans_draft_genome.fasta,">35331 22648 148161 31011-,...,31852+"
334,Cryptococcus_neoformans_draft_genome.fasta,">34536 22623 147717 19332-,...,21163-"
335,Cryptococcus_neoformans_draft_genome.fasta,">35749 22587 145221 32956-,32291+"
336,Cryptococcus_neoformans_draft_genome.fasta,">35093 22579 146389 29738-,...,2769+"
337,Cryptococcus_neoformans_draft_genome.fasta,">33709 22576 142613 1429+,...,32487-"
338,Cryptococcus_neoformans_draft_genome.fasta,">34999 22553 148505 29311+,...,30736+"
339,Cryptococcus_neoformans_draft_genome.fasta,">35677 22492 146696 32680+,...,33004-"
340,Cryptococcus_neoformans_draft_genome.fasta,>26954 22466 289959
341,Cryptococcus_neoformans_draft_genome.fasta,">34757 22447 144688 23888+,...,32139+"
342,Cryptococcus_neoformans_draft_genome.fasta,">34171 22349 143219 11155+,...,31758-"
343,Cryptococcus_neoformans_draft_genome.fasta,">35567 22282 145011 32166-,...,32076+"
344,Cryptococcus_neoformans_draft_genome.fasta,">35548 22263 146996 32073-,...,12601-"
345,Cryptococcus_neoformans_draft_genome.fasta,">35175 22218 146153 30128-,...,32200-"
346,Cryptococcus_neoformans_draft_genome.fasta,">35740 22189 144364 32939+,...,31174+"
347,Cryptococcus_neoformans_draft_genome.fasta,">35039 22169 195051 29526-,...,25919-"
348,Cryptococcus_neoformans_draft_genome.fasta,">34327 22148 141556 14921+,...,29726-"
349,Cryptococcus_neoformans_draft_genome.fasta,">35348 22097 278073 31092+,14585+,14671-"
350,Cryptococcus_neoformans_draft_genome.fasta,">35569 22089 137350 32177+,...,29506+"
351,Cryptococcus_neoformans_draft_genome.fasta,">35387 21933 142165 31267-,...,31919-"
352,Cryptococcus_neoformans_draft_genome.fasta,">34616 21931 149012 21257-,...,31311+"
353,Cryptococcus_neoformans_draft_genome.fasta,">34912 21930 143330 27525+,...,6100+"
354,Cryptococcus_neoformans_draft_genome.fasta,">35072 21894 142853 29686-,...,31338-"
355,Cryptococcus_neoformans_draft_genome.fasta,">34199 21690 144719 11829+,...,19853+"
356,Cryptococcus_neoformans_draft_genome.fasta,">35245 21669 143013 30551+,...,32789+"
357,Cryptococcus_neoformans_draft_genome.fasta,">34801 21649 183448 24962+,...,29395-"
358,Cryptococcus_neoformans_draft_genome.fasta,">34714 21647 302226 23224-,...,9081+"
359,Cryptococcus_neoformans_draft_genome.fasta,">35293 21621 137979 30782+,...,31418+"
360,Cryptococcus_neoformans_draft_genome.fasta,">35327 21578 136679 30993+,...,18426+"
361,Cryptococcus_neoformans_draft_genome.fasta,">34949 21567 209116 28366-,...,20450-"
362,Cryptococcus_neoformans_draft_genome.fasta,">35164 21544 141289 30069+,...,32393-"
363,Cryptococcus_neoformans_draft_genome.fasta,">35499 21539 139866 31847+,...,29283-"
364,Cryptococcus_neoformans_draft_genome.fasta,">35723 21488 134854 32862-,...,8970-"
365,Cryptococcus_neoformans_draft_genome.fasta,">35167 21414 134301 30098+,...,31165-"
366,Cryptococcus_neoformans_draft_genome.fasta,">35407 21413 134155 31362-,...,30015+"
367,Cryptococcus_neoformans_draft_genome.fasta,">33984 21400 137792 7345-,...,21195-"
368,Cryptococcus_neoformans_draft_genome.fasta,">33842 21367 136912 4340+,...,30510+"
369,Cryptococcus_neoformans_draft_genome.fasta,">35122 21351 161102 29909+,...,33042+"
370,Cryptococcus_neoformans_draft_genome.fasta,">35725 21348 136593 32869-,...,31786+"
371,Cryptococcus_neoformans_draft_genome.fasta,">34318 21309 176750 14877+,...,528+"
372,Cryptococcus_neoformans_draft_genome.fasta,">33904 21285 139930 5728-,...,15208+"
373,Cryptococcus_neoformans_draft_genome.fasta,">35181 21200 145433 30176+,...,31787+"
374,Cryptococcus_neoformans_draft_genome.fasta,">35744 21193 136437 32948-,...,30319-"
375,Cryptococcus_neoformans_draft_genome.fasta,">35545 21177 140932 32051+,...,31592-"
376,Cryptococcus_neoformans_draft_genome.fasta,">35586 21162 138798 32263-,...,25733-"
377,Cryptococcus_neoformans_draft_genome.fasta,">33704 21153 134685 1353+,...,23058+"
378,Cryptococcus_neoformans_draft_genome.fasta,">35251 20996 134751 30573+,...,26186+"
379,Cryptococcus_neoformans_draft_genome.fasta,">34601 20971 139640 20923+,...,30334-"
380,Cryptococcus_neoformans_draft_genome.fasta,">35415 20924 132310 31417-,...,31583-"
381,Cryptococcus_neoformans_draft_genome.fasta,">34471 20894 137593 18032+,...,30752-"
382,Cryptococcus_neoformans_draft_genome.fasta,">35088 20783 126412 29723-,...,1188+"
383,Cryptococcus_neoformans_draft_genome.fasta,">34640 20761 271149 21739+,...,28140+"
384,Cryptococcus_neoformans_draft_genome.fasta,">35323 20754 137467 30976+,...,30863+"
385,Cryptococcus_neoformans_draft_genome.fasta,">35406 20714 135236 31356-,...,29485-"
386,Cryptococcus_neoformans_draft_genome.fasta,">35031 20666 129384 29473+,...,29387+"
387,Cryptococcus_neoformans_draft_genome.fasta,">34719 20661 127679 23351+,...,31460+"
388,Cryptococcus_neoformans_draft_genome.fasta,">33788 20644 142809 3226+,...,32046+"
389,Cryptococcus_neoformans_draft_genome.fasta,">35104 20610 127997 29804+,...,31775-"
390,Cryptococcus_neoformans_draft_genome.fasta,">33991 20512 256196 7470+,...,23027+"
391,Cryptococcus_neoformans_draft_genome.fasta,">34774 20512 133679 24308+,...,927+"
392,Cryptococcus_neoformans_draft_genome.fasta,">35601 20511 135037 32348-,...,30115+"
393,Cryptococcus_neoformans_draft_genome.fasta,">34483 20451 132324 18170-,...,29560-"
394,Cryptococcus_neoformans_draft_genome.fasta,">35205 20423 131614 30318-,...,31892+"
395,Cryptococcus_neoformans_draft_genome.fasta,">34261 20410 130151 13339+,...,32587+"
396,Cryptococcus_neoformans_draft_genome.fasta,">35440 20394 127660 31541-,...,32940+"
397,Cryptococcus_neoformans_draft_genome.fasta,">35067 20254 129897 29660+,...,30707+"
398,Cryptococcus_neoformans_draft_genome.fasta,">34436 20247 133234 17254+,...,32727+"
399,Cryptococcus_neoformans_draft_genome.fasta,">35475 20239 126963 31723+,...,478+"
400,Cryptococcus_neoformans_draft_genome.fasta,">35359 20169 131153 31136+,...,18432+"
401,Cryptococcus_neoformans_draft_genome.fasta,">35288 20149 133370 30761+,...,32192-"
402,Cryptococcus_neoformans_draft_genome.fasta,">33693 20127 130359 1007+,...,29501+"
403,Cryptococcus_neoformans_draft_genome.fasta,">35456 20084 124394 31611+,...,26122-"
404,Cryptococcus_neoformans_draft_genome.fasta,">33971 20079 128736 7047+,...,32085-"
405,Cryptococcus_neoformans_draft_genome.fasta,">35028 20077 129795 29462+,...,32673+"
406,Cryptococcus_neoformans_draft_genome.fasta,">35226 19945 128168 30453+,...,10826+"
407,Cryptococcus_neoformans_draft_genome.fasta,">35780 19910 124423 30292-,...,31957-"
408,Cryptococcus_neoformans_draft_genome.fasta,">35391 19888 129099 31280+,...,30772-"
409,Cryptococcus_neoformans_draft_genome.fasta,">35246 19858 130328 30556-,...,7407+"
410,Cryptococcus_neoformans_draft_genome.fasta,">33648 19852 136055 197+,...,30269-"
411,Cryptococcus_neoformans_draft_genome.fasta,">34944 19851 130716 28285-,...,24087-"
412,Cryptococcus_neoformans_draft_genome.fasta,">34213 19829 416601 12090-,28495+,32711-"
413,Cryptococcus_neoformans_draft_genome.fasta,">35503 19815 127510 31864-,...,32875-"
414,Cryptococcus_neoformans_draft_genome.fasta,">35032 19781 126319 29478-,...,29413-"
415,Cryptococcus_neoformans_draft_genome.fasta,">34583 19750 124958 20463-,...,25715+"
416,Cryptococcus_neoformans_draft_genome.fasta,">35109 19750 137394 29848+,...,30091+"
417,Cryptococcus_neoformans_draft_genome.fasta,">35403 19743 127201 31336+,...,32145+"
418,Cryptococcus_neoformans_draft_genome.fasta,">35527 19669 125503 31972-,...,31231+"
419,Cryptococcus_neoformans_draft_genome.fasta,">35118 19535 127252 29893-,...,6625+"
420,Cryptococcus_neoformans_draft_genome.fasta,">34867 19522 235923 26451+,...,28053+"
421,Cryptococcus_neoformans_draft_genome.fasta,">35169 19502 124845 30105-,...,30242-"
422,Cryptococcus_neoformans_draft_genome.fasta,">35673 19468 120003 32660-,...,29862-"
423,Cryptococcus_neoformans_draft_genome.fasta,">35401 19441 125609 31320+,...,30770+"
424,Cryptococcus_neoformans_draft_genome.fasta,">35373 19360 122019 31223-,...,23816+"
425,Cryptococcus_neoformans_draft_genome.fasta,">33710 19321 135317 1435+,...,19166-"
426,Cryptococcus_neoformans_draft_genome.fasta,">35058 19306 130332 29615+,...,30071+"
427,Cryptococcus_neoformans_draft_genome.fasta,>15151 19305 241594
428,Cryptococcus_neoformans_draft_genome.fasta,">34358 19303 122325 15476+,...,29711+"
429,Cryptococcus_neoformans_draft_genome.fasta,">35047 19302 149450 29573-,...,8640-"
430,Cryptococcus_neoformans_draft_genome.fasta,">33862 19288 123011 5082+,...,30908+"
431,Cryptococcus_neoformans_draft_genome.fasta,">35636 19236 123737 32491+,31922+,29931+"
432,Cryptococcus_neoformans_draft_genome.fasta,">35170 19113 125481 30108+,...,32062-"
433,Cryptococcus_neoformans_draft_genome.fasta,">35168 19070 251951 30100+,31554-"
434,Cryptococcus_neoformans_draft_genome.fasta,">34555 18973 124656 19810+,...,32904-"
435,Cryptococcus_neoformans_draft_genome.fasta,">35419 18966 127645 31442+,...,11957-"
436,Cryptococcus_neoformans_draft_genome.fasta,">34067 18885 257711 9081-,...,3929+"
437,Cryptococcus_neoformans_draft_genome.fasta,">35381 18856 120791 31251-,...,10108-"
438,Cryptococcus_neoformans_draft_genome.fasta,">34161 18830 117419 10951+,...,30834+"
439,Cryptococcus_neoformans_draft_genome.fasta,">35283 18745 223763 30749-,...,29942-"
440,Cryptococcus_neoformans_draft_genome.fasta,">34309 18703 123447 14776+,...,30075+"
441,Cryptococcus_neoformans_draft_genome.fasta,">35549 18674 120534 32088+,...,32788+"
442,Cryptococcus_neoformans_draft_genome.fasta,">34735 18664 117793 23495+,...,30663-"
443,Cryptococcus_neoformans_draft_genome.fasta,">34811 18590 124053 25099-,...,20888+"
444,Cryptococcus_neoformans_draft_genome.fasta,">35142 18577 223065 29942+,...,29622+"
445,Cryptococcus_neoformans_draft_genome.fasta,">33890 18465 120820 5565+,...,31304+"
446,Cryptococcus_neoformans_draft_genome.fasta,">35112 18431 119162 29864+,7251-,31609-"
447,Cryptococcus_neoformans_draft_genome.fasta,">34704 18362 122606 22900+,...,33065-"
448,Cryptococcus_neoformans_draft_genome.fasta,">35629 18355 250974 32446-,...,32147-"
449,Cryptococcus_neoformans_draft_genome.fasta,">33783 18254 117199 3007+,...,32368+"
450,Cryptococcus_neoformans_draft_genome.fasta,">35623 18141 118368 32436+,...,31100+"
451,Cryptococcus_neoformans_draft_genome.fasta,">35322 18011 225135 30975-,...,29942-"
452,Cryptococcus_neoformans_draft_genome.fasta,">35683 17992 225597 32704+,...,8044-"
453,Cryptococcus_neoformans_draft_genome.fasta,">35750 17965 116218 32967+,...,32202-"
454,Cryptococcus_neoformans_draft_genome.fasta,">35037 17948 115012 29520+,...,13951-"
455,Cryptococcus_neoformans_draft_genome.fasta,">35385 17918 118845 31261-,...,29927+"
456,Cryptococcus_neoformans_draft_genome.fasta,">35408 17809 121987 31365+,8003+,31967-"
457,Cryptococcus_neoformans_draft_genome.fasta,">34658 17715 126407 21989+,...,31787-"
458,Cryptococcus_neoformans_draft_genome.fasta,">33782 17694 119764 2993+,...,32704+"
459,Cryptococcus_neoformans_draft_genome.fasta,">35149 17673 111845 29984+,...,30027-"
460,Cryptococcus_neoformans_draft_genome.fasta,">35731 17630 114567 32897-,...,26699-"
461,Cryptococcus_neoformans_draft_genome.fasta,">35370 17622 113150 31216+,32096-,12966-"
462,Cryptococcus_neoformans_draft_genome.fasta,">35275 17599 181335 30712+,...,8785+"
463,Cryptococcus_neoformans_draft_genome.fasta,">35157 17479 117376 30051-,...,29824+"
464,Cryptococcus_neoformans_draft_genome.fasta,">34982 17469 188117 28993+,...,30575-"
465,Cryptococcus_neoformans_draft_genome.fasta,">34659 17458 114331 22037+,...,26218+"
466,Cryptococcus_neoformans_draft_genome.fasta,">34644 17454 223483 21807+,...,4615+"
467,Cryptococcus_neoformans_draft_genome.fasta,">35029 17447 113980 29465-,...,31285+"
468,Cryptococcus_neoformans_draft_genome.fasta,">35048 17381 109123 29576+,...,29714+"
469,Cryptococcus_neoformans_draft_genome.fasta,">35244 17356 106294 30548+,...,13973+"
470,Cryptococcus_neoformans_draft_genome.fasta,">35811 17351 115660 29380+,...,31998+"
471,Cryptococcus_neoformans_draft_genome.fasta,">35594 17342 112544 32315+,...,31259-"
472,Cryptococcus_neoformans_draft_genome.fasta,">34805 17312 109513 25021+,...,32532+"
473,Cryptococcus_neoformans_draft_genome.fasta,">35117 17275 112755 29890+,...,32854+"
474,Cryptococcus_neoformans_draft_genome.fasta,">35016 17274 113270 29403+,...,30252+"
475,Cryptococcus_neoformans_draft_genome.fasta,">33707 17260 109280 1385+,...,29970-"
476,Cryptococcus_neoformans_draft_genome.fasta,">35721 17165 162718 32845+,...,18904+"
477,Cryptococcus_neoformans_draft_genome.fasta,">35671 17147 109648 32649+,...,32514-"
478,Cryptococcus_neoformans_draft_genome.fasta,">33891 17132 219166 5570+,19064-,5170+"
479,Cryptococcus_neoformans_draft_genome.fasta,">35053 17114 111030 29595+,...,30462-"
480,Cryptococcus_neoformans_draft_genome.fasta,">33775 17093 112211 2860+,...,20104+"
481,Cryptococcus_neoformans_draft_genome.fasta,">34091 17063 111158 9457+,...,22505-"
482,Cryptococcus_neoformans_draft_genome.fasta,">35626 17060 110618 32441-,...,29285+"
483,Cryptococcus_neoformans_draft_genome.fasta,">33944 16980 109190 6471+,...,29361+"
484,Cryptococcus_neoformans_draft_genome.fasta,">34089 16934 110495 9422-,...,8138+"
485,Cryptococcus_neoformans_draft_genome.fasta,">34770 16877 110889 24175+,...,15377+"
486,Cryptococcus_neoformans_draft_genome.fasta,">34730 16745 107554 23442-,...,4472+"
487,Cryptococcus_neoformans_draft_genome.fasta,">33745 16693 108311 2254+,...,31122+"
488,Cryptococcus_neoformans_draft_genome.fasta,">35278 16592 107181 30723+,...,26227+"
489,Cryptococcus_neoformans_draft_genome.fasta,">34498 16591 110858 18533+,...,23110+"
490,Cryptococcus_neoformans_draft_genome.fasta,">35580 16563 109678 32241+,...,20125-"
491,Cryptococcus_neoformans_draft_genome.fasta,">34553 16557 108163 19788-,...,32416+"
492,Cryptococcus_neoformans_draft_genome.fasta,">35379 16545 106775 31250+,...,2047+"
493,Cryptococcus_neoformans_draft_genome.fasta,">35717 16539 111075 32835+,...,30872+"
494,Cryptococcus_neoformans_draft_genome.fasta,">35225 16515 113245 30445+,2335+,31633+"
495,Cryptococcus_neoformans_draft_genome.fasta,">35436 16505 104662 31528-,...,11518+"
496,Cryptococcus_neoformans_draft_genome.fasta,">35555 16340 104716 32133+,29275+"
497,Cryptococcus_neoformans_draft_genome.fasta,">34525 16301 177065 19065+,...,20450-"
498,Cryptococcus_neoformans_draft_genome.fasta,">33999 16263 110236 7800+,...,32403+"
499,Cryptococcus_neoformans_draft_genome.fasta,">34833 16248 102096 25547+,...,31371-"
500,Cryptococcus_neoformans_draft_genome.fasta,">35354 16242 403528 31114+,...,32726+"
501,Cryptococcus_neoformans_draft_genome.fasta,">35530 16210 107132 31990-,...,32166-"
502,Cryptococcus_neoformans_draft_genome.fasta,">30463 16173 103712 4935+,...,22448-"
503,Cryptococcus_neoformans_draft_genome.fasta,">34357 16164 199328 15439+,...,6707+"
504,Cryptococcus_neoformans_draft_genome.fasta,">34248 16144 104527 12938-,...,8374+"
505,Cryptococcus_neoformans_draft_genome.fasta,">35045 16129 111888 29565+,...,30527-"
506,Cryptococcus_neoformans_draft_genome.fasta,">34222 16098 210250 12334-,...,16329-"
507,Cryptococcus_neoformans_draft_genome.fasta,">30341 16073 101232 4318+,...,4447+"
508,Cryptococcus_neoformans_draft_genome.fasta,">35593 16047 102133 32309+,33621-,31906+"
509,Cryptococcus_neoformans_draft_genome.fasta,">33705 16039 102820 1365+,...,31298+"
510,Cryptococcus_neoformans_draft_genome.fasta,">35520 16003 108112 31938+,...,32698-"
511,Cryptococcus_neoformans_draft_genome.fasta,">34552 15979 200714 19742-,...,20277+"
512,Cryptococcus_neoformans_draft_genome.fasta,">34799 15962 101604 24952-,...,9341+"
513,Cryptococcus_neoformans_draft_genome.fasta,">35686 15910 224757 32711-,...,30977+"
514,Cryptococcus_neoformans_draft_genome.fasta,">34914 15906 106036 27574-,...,10002+"
515,Cryptococcus_neoformans_draft_genome.fasta,>9543 15834 202218
516,Cryptococcus_neoformans_draft_genome.fasta,">35435 15823 101768 31515-,...,29324+"
517,Cryptococcus_neoformans_draft_genome.fasta,">35528 15813 98813 31977+,...,15742+"
518,Cryptococcus_neoformans_draft_genome.fasta,">34908 15806 102833 27432+,...,19370+"
519,Cryptococcus_neoformans_draft_genome.fasta,">35240 15775 104861 30520+,...,26074+"
520,Cryptococcus_neoformans_draft_genome.fasta,">34924 15755 99245 27821+,...,31222+"
521,Cryptococcus_neoformans_draft_genome.fasta,">35020 15742 99736 29423+,31088+"
